  9.7171681e-001  2.0000000e+000 -2.1707319e-003
  1.5854585e+000  2.0000000e+000 -8.4798483e-003
 -1.4584295e+000  2.0000000e+000 -1.8629181e-002
 -1.1883012e-001  2.0000000e+000 -3.2329104e-002
 -3.6334137e-001  2.0000000e+000 -4.9298456e-002
 -3.8670440e-002  2.0000000e+000 -6.9264464e-002
 -4.8715476e-001  2.0000000e+000 -9.1962671e-002
 -1.4663379e+000  2.0000000e+000 -1.1713685e-001
  3.7800583e-001  2.0000000e+000 -1.4453895e-001
  1.0502470e+000  2.0000000e+000 -1.7392897e-001
  1.2334747e+000  2.0000000e+000 -2.0507493e-001
  1.0680550e+000  2.0000000e+000 -2.3775276e-001
 -2.4943910e-001  2.0000000e+000 -2.7174622e-001
 -7.0702469e-001  2.0000000e+000 -3.0684683e-001
 -8.8612675e-001  2.0000000e+000 -3.4285377e-001
 -3.1219782e-001  2.0000000e+000 -3.7957381e-001
 -1.2632150e+000  2.0000000e+000 -4.1682118e-001
 -2.2671080e-001  2.0000000e+000 -4.5441754e-001
  3.4966803e-001  2.0000000e+000 -4.9219185e-001
 -6.4126234e-001  2.0000000e+000 -5.2998029e-001
 -9.0749708e-001  2.0000000e+000 -5.6762615e-001
  6.9847029e-001  2.0000000e+000 -6.0497976e-001
 -5.6468561e-001  2.0000000e+000 -6.4189836e-001
 -1.8247976e+000  2.0000000e+000 -6.7824604e-001
 -1.0368389e-001  2.0000000e+000 -7.1389359e-001
 -2.6710845e+000  2.0000000e+000 -7.4871845e-001
 -1.6440224e+000  2.0000000e+000 -7.8260456e-001
 -8.6893093e-001  2.0000000e+000 -8.1544229e-001
 -4.7273153e-001  2.0000000e+000 -8.4712830e-001
 -1.9874078e+000  2.0000000e+000 -8.7756545e-001
 -1.5406387e+000  2.0000000e+000 -9.0666270e-001
 -1.4823736e+000  2.0000000e+000 -9.3433496e-001
 -3.3765620e-001  2.0000000e+000 -9.6050304e-001
 -1.3453250e+000  2.0000000e+000 -9.8509345e-001
 -1.9986013e+000  2.0000000e+000 -1.0080384e+000
 -6.6805977e-001  2.0000000e+000 -1.0292755e+000
 -6.8759858e-001  2.0000000e+000 -1.0487479e+000
 -1.8362269e+000  2.0000000e+000 -1.0664039e+000
 -1.9134148e+000  2.0000000e+000 -1.0821970e+000
 -7.5591564e-001  2.0000000e+000 -1.0960858e+000
  2.5970440e-002  2.0000000e+000 -1.1080337e+000
 -2.2459664e+000  2.0000000e+000 -1.1180090e+000
 -1.1619476e+000  2.0000000e+000 -1.1259847e+000
 -7.8257548e-001  2.0000000e+000 -1.1319381e+000
 -1.0066571e+000  2.0000000e+000 -1.1358512e+000
 -5.9068825e-001  2.0000000e+000 -1.1377101e+000
 -1.3753401e+000  2.0000000e+000 -1.1375052e+000
 -1.6661911e+000  2.0000000e+000 -1.1352309e+000
 -1.8046478e+000  2.0000000e+000 -1.1308855e+000
