  0.0000000e+000  0.0000000e+000
 -6.3797000e-002  6.5870000e-003
 -8.1700000e-004  9.1980000e-003
  2.1700000e-004 -6.3360000e-003
  1.0437000e-002 -4.1480000e-003
  2.1677000e-002 -4.0160000e-003
  1.3300000e-004  2.9332000e-002
  5.2600000e-003 -3.3400000e-004
 -8.2000000e-004  1.5430000e-002
 -1.4057000e-002 -4.9180000e-003
 -6.7570000e-003  8.2690000e-003
  9.1570000e-003  4.5330000e-003
  1.3370000e-003  8.1400000e-004
  1.9140000e-002 -2.0840000e-003
  4.4857000e-002 -2.7630000e-003
  7.3480000e-002 -1.5900000e-004
  3.9557000e-002  1.5609000e-002
  2.0107000e-002 -1.3000000e-003
  1.1303000e-002  1.3380000e-003
  4.1853000e-002  3.2770000e-003
  4.2133000e-002  2.8137000e-002
  6.5000000e-003 -1.1275000e-002
  6.6230000e-003  5.2730000e-003
  5.2237000e-002  1.0225000e-002
  1.7657000e-002  1.6142000e-002
 -1.3797000e-002 -3.2660000e-003
  4.6200000e-002  5.9890000e-003
  1.8317000e-002  4.2860000e-003
 -9.1330000e-003  1.0380000e-002
  1.5833000e-002  1.1860000e-003
 -6.2803000e-002  7.6470000e-003
  5.6600000e-003  3.6450000e-003
  3.4713000e-002  4.6380000e-003
  2.8300000e-003 -7.1300000e-004
 -3.7500000e-003  1.3937000e-002
 -1.5263000e-002 -9.0420000e-003
 -2.1067000e-002  1.4882000e-002
 -4.1730000e-003  2.7360000e-003
 -5.4020000e-002  2.2928000e-002
 -2.7507000e-002  9.4340000e-003
 -7.4630000e-003  1.3528000e-002
 -1.6663280e+000 -4.7447120e+000
 -1.6520290e+000 -4.8672900e+000
 -1.6316440e+000 -4.8783180e+000
 -1.5884570e+000 -4.8936020e+000
 -1.5974430e+000 -4.8919640e+000
 -1.5490000e+000 -4.9005340e+000
 -1.5350710e+000 -4.8966220e+000
 -1.5006420e+000 -4.8921670e+000
 -1.4792770e+000 -4.8983820e+000
 -1.4495670e+000 -4.8767370e+000
 -1.4217060e+000 -4.8933630e+000
 -1.4266800e+000 -4.8849720e+000
 -1.4189980e+000 -4.8972910e+000
 -1.3507390e+000 -4.9048570e+000
 -1.3432430e+000 -4.8795610e+000
 -1.3164610e+000 -4.9084000e+000
 -1.2718670e+000 -4.9049480e+000
 -1.2564720e+000 -4.9013880e+000
 -1.2507600e+000 -4.8870130e+000
 -1.2122860e+000 -4.9076440e+000
 -1.2205820e+000 -4.8866170e+000
 -1.2205820e+000 -4.3582150e+000
 -1.1246320e+000 -4.8877390e+000
 -1.1966250e+000 -4.8884040e+000
 -1.1458610e+000 -4.9123690e+000
 -1.0976750e+000 -4.9060870e+000
 -1.1037120e+000 -4.9081610e+000
 -1.0458270e+000 -4.9058130e+000
 -1.0263040e+000 -4.8964630e+000
 -1.0344600e+000 -4.8998040e+000
 -9.8262700e-001 -4.9089040e+000
 -9.9940000e-001 -4.9091940e+000
 -9.8576800e-001 -4.8961630e+000
 -9.5129100e-001 -4.9078260e+000
 -9.8311300e-001 -4.9000170e+000
 -9.9183600e-001 -4.9021380e+000
 -9.8653500e-001 -4.8955140e+000
 -9.3303500e-001 -4.9247520e+000
 -9.1556600e-001 -4.9050940e+000
 -9.0334600e-001 -4.9102720e+000
 -9.1114000e-001 -4.9002870e+000
 -8.7307400e-001 -4.9069480e+000
 -9.0592900e-001 -4.9108630e+000
 -8.4833800e-001 -4.9187230e+000
 -8.5275600e-001 -4.9066740e+000
 -8.5481500e-001 -4.9047860e+000
 -8.9066500e-001 -4.8843270e+000
 -8.0392800e-001 -4.9308250e+000
 -8.4863400e-001 -4.9044520e+000
