    3.4968466e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5194296e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4855551e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5163778e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5188192e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5069174e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5368246e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5261434e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5368246e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4803671e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5197347e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4724325e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5017294e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4995931e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.5105795e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4675497e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4876913e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4391683e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4925741e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4251302e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4712118e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4309286e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4782308e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4626669e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4208578e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4519857e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4529012e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4535116e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4629720e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4611410e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4519857e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4553427e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4675497e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4464926e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4516805e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4342855e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4623617e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4193319e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4480184e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4019369e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4532064e-01   5.0000001e-02   3.4999996e-01   3.4999999e-01
    3.4263510e-01   1.4999999e-01   5.4999995e-01   3.4999999e-01
    3.4461874e-01   1.4999999e-01   5.4999995e-01   3.4999999e-01
    3.4870809e-01   1.4999999e-01   5.4999995e-01   3.4999999e-01
