  2.0908435e+000 -2.6143060e+000  5.6699625e-003
  4.4063837e-001 -2.5113115e+000  1.1339700e-002
 -1.5554126e+000 -1.8459904e+000  1.7008987e-002
 -1.1713143e+000 -2.3612352e+000  2.2677600e-002
  6.9782071e-001 -3.3851677e-001  2.8345312e-002
 -3.3292245e+000 -1.0565662e+000  3.4011899e-002
  1.4430534e+000  3.9946563e+000  3.9677136e-002
 -1.9407445e+000 -9.5264037e-001  4.5340799e-002
  1.4541090e+000  5.8703386e-001  5.1002662e-002
 -8.1955783e-001 -7.7334894e-001  5.6662500e-002
 -1.7761138e+000  8.5232399e-001  6.2320090e-002
 -1.3856888e+000  1.3714776e+000  6.7975206e-002
  1.1711863e+000 -2.5399147e+000  7.3627625e-002
 -3.2094287e+000 -4.0837954e+000  7.9277121e-002
  1.3780939e+000 -4.5258810e+000  8.4923470e-002
 -3.4711023e+000 -8.7259638e-002  9.0566449e-002
  3.0424419e-001  1.6894075e+000  9.6205834e-002
 -1.4585881e+000 -2.2271633e+000  1.0184140e-001
 -2.6546379e+000 -4.7283394e+000  1.0747292e-001
 -2.1250146e+000  5.5437764e+000  1.1310018e-001
 -3.0995651e+000 -2.3453489e+000  1.1872295e-001
  4.6502015e+000 -3.8589187e+000  1.2434101e-001
 -3.7171988e-001  3.9903932e-001  1.2995413e-001
 -5.5809608e-001 -9.2209483e-001  1.3556209e-001
  1.5649167e+000 -2.5304032e+000  1.4116468e-001
  7.6261977e-001  2.8349535e-001  1.4676166e-001
 -1.4492937e+000  2.2124572e+000  1.5235282e-001
 -1.2746338e+000 -1.4557914e+000  1.5793793e-001
  1.9832235e+000 -1.7938806e+000  1.6351677e-001
  2.4722887e+000 -1.6831308e+000  1.6908912e-001
 -6.4253598e-001 -7.9922823e-001  1.7465476e-001
 -6.2685166e-001  4.0162667e+000  1.8021346e-001
  8.6818751e-001  2.6532422e+000  1.8576502e-001
  1.9069887e+000  7.5137167e-001  1.9130920e-001
 -1.0046343e+000  8.7781599e-001  1.9684579e-001
  6.1058309e-001  2.3805395e+000  2.0237457e-001
  1.4231448e-001 -1.5821625e+000  2.0789531e-001
  8.4048031e-001 -2.1468217e+000  2.1340780e-001
  7.3139843e-001  4.3652706e+000  2.1891183e-001
 -2.3966622e-001 -1.3902856e+000  2.2440716e-001
 -1.5338447e-001 -6.0653153e-002  2.2989359e-001
 -3.0109448e+000  2.2925176e+000  2.3537089e-001
  6.0827725e-001 -1.2536987e+000  2.4083885e-001
  3.6628575e-001 -6.2821817e-001  2.4629725e-001
 -1.3296746e+000  4.1820049e+000  2.5174588e-001
 -1.9583742e+000 -3.4110195e+000  2.5718451e-001
  2.3170645e+000 -8.3766326e-001  2.6261294e-001
 -6.0601413e-001  3.2364999e+000  2.6803094e-001
  2.2547607e+000  1.2028534e+000  2.7343831e-001
  2.1202210e+000 -6.3001911e-001  2.7883482e-001
 -1.2623889e+000  2.5279344e+000  2.8422027e-001
 -2.6230585e-001  6.9704332e-001  2.8959444e-001
 -1.6539622e+000  6.5285599e+000  2.9495711e-001
  2.6652089e+000  7.1970708e-001  3.0030807e-001
  3.7483955e+000  2.7389069e+000  3.0564712e-001
 -7.5710053e-001  6.7230331e-001  3.1097403e-001
  2.1554849e+000 -2.1568351e+000  3.1628861e-001
 -1.4655754e+000 -2.7545158e+000  3.2159062e-001
 -5.4979240e-001  9.2393574e-001  3.2687988e-001
 -3.2036551e-001 -3.9862750e+000  3.3215616e-001
  4.4013739e+000 -2.1902836e+000  3.3741926e-001
 -9.0450532e-001 -1.2840307e+000  3.4266896e-001
 -1.7961652e+000 -1.7245238e+000  3.4790507e-001
 -5.3388857e-001  2.0788129e+000  3.5312736e-001
 -3.5462883e-001 -3.5559805e+000  3.5833565e-001
