 -1.0388364e+000 -5.7242060e-002  1.7550439e-001  5.0265152e-003  5.0000000e-001  5.0000000e-001  0.0000000e+000
 -3.1846153e-001 -5.7382559e-001  4.7137285e-001  1.0052832e-002  5.0000000e-001  5.0000000e-001  0.0000000e+000
  1.3849884e+000 -2.0660568e-001 -1.2136118e+000  1.5078752e-002  5.0000000e-001  5.0000000e-001  0.0000000e+000
 -5.2842219e-001  3.9549485e-001  7.1678927e-001  2.0104076e-002  5.0000000e-001  5.0000000e-001 -6.3542691e-001
  1.8328388e+000  6.3803500e-001 -5.0445837e-001  2.5128607e-002  5.0000000e-001  5.0000000e-001  8.7449234e-002
 -6.9334447e-001 -3.4523402e-001  2.9290803e-001  3.0152146e-002  5.0000000e-001  5.0000000e-001 -3.5816881e-001
  1.0123813e+000 -4.0970400e-002 -1.4884343e+000  3.5174495e-002  5.0000000e-001  5.0000000e-001  3.5679985e-001
  9.4108346e-001 -4.5110626e-001 -1.0928236e+000  4.0195455e-002  5.0000000e-001  5.0000000e-001 -4.3954140e-001
 -9.1633422e-001  3.5595443e-001  1.8991376e+000  4.5214828e-002  5.0000000e-001  5.0000000e-001 -6.9915500e-001
  7.7177431e-001  8.8544154e-001 -8.3796904e-001  5.0232416e-002  5.0000000e-001  5.0000000e-001  9.6420384e-001
 -2.5905739e-002 -6.5514611e-001  6.5722266e-001  5.5248021e-002  5.0000000e-001  5.0000000e-001 -6.9780800e-001
  1.4932052e+000 -1.5811878e+000  3.6562894e-001  6.0261444e-002  5.0000000e-001  5.0000000e-001  5.4863947e-001
  2.3974170e+000 -1.9001981e+000 -1.2727149e+000  6.5272489e-002  5.0000000e-001  5.0000000e-001  5.8972418e-001
 -1.8957884e+000 -6.7258667e-001  1.2496618e+000  7.0280957e-002  5.0000000e-001  5.0000000e-001 -1.0053769e+000
  1.1833237e+000 -9.9430399e-001 -3.2159625e-001  7.5286651e-002  5.0000000e-001  5.0000000e-001 -9.0071538e-002
 -1.9017612e+000  1.5820901e-001 -3.2592701e-001  8.0289372e-002  5.0000000e-001  5.0000000e-001 -1.1036654e+000
  1.2209407e+000  6.8383013e-001 -1.5936941e+000  8.5288923e-002  5.0000000e-001  5.0000000e-001 -4.0512641e-001
 -2.7920748e+000 -5.3635771e-001 -1.5595462e+000  9.0285108e-002  5.0000000e-001  5.0000000e-001 -1.2574221e+000
 -1.4281236e+000 -4.6372549e-001 -1.5218306e+000  9.5277728e-002  5.0000000e-001  5.0000000e-001 -5.8086427e-001
 -5.6137524e-002  2.4413284e+000  5.6129730e-001  1.0026659e-001  5.0000000e-001  5.0000000e-001 -3.6075896e-001
  1.6246991e+000 -5.5284266e-001 -7.6199768e-001  1.0525149e-001  5.0000000e-001  5.0000000e-001  5.0440211e-002
 -3.2292216e-001 -5.7740559e-001 -5.9322405e-001  1.1023223e-001  5.0000000e-001  5.0000000e-001 -6.1842173e-001
  1.3474708e+000 -3.6241414e-001  2.2069934e+000  1.1520863e-001  5.0000000e-001  5.0000000e-001  9.9529971e-001
